city,subregion,lane-miles,population,lat,lon,lane-feet_per_pop,region
Moenchengladbach,Germany,0,261742,51.1946983,6.4353641,0.0,europe
Plymouth,United Kingdom,0,260203,50.3712659,-4.1425658,0.0,europe
Augsburg,Germany,0,259196,48.3668041,10.8986971,0.0,europe
Luton,United Kingdom,0,258018,51.8784385,-0.4152837,0.0,europe
L'Hospitalet de Llobregat,Spain,0,257038,41.3598601,2.0997927,0.0,europe
Espoo,Finland,10.2,256760,60.2047672,24.6568435,0.21054864159152395,europe
Latina,Spain,10.6,256644,40.4035317,-3.736152,0.2174938126007019,europe
Rivne,Ukraine,0,255106,51.2074112,26.5208033,0.0,europe
Carabanchel,Spain,12.2,253678,40.3742112,-3.744676,0.2541697071504405,europe
Wolverhampton,United Kingdom,0,252791,52.5847651,-2.127567,0.0,europe
Eimsbuettel,Germany,0,251907,53.57293715,9.958260688824495,0.0,europe
Altona,Germany,0,250192,53.58646755,9.777669726868917,0.0,europe
Nis,Serbia,0,250000,43.3211301,21.8959232,0.0,europe
Porto,Portugal,0,249633,41.1494512,-8.6107884,0.0,europe
Montpellier,France,0,248252,43.6112422,3.8767337,0.0,europe
Czestochowa,Poland,0,248125,50.8120466,19.113213,0.0,europe
City of Westminster,United Kingdom,0,247614,51.4973206,-0.137149,0.0,europe
Chemnitz,Germany,0,247220,50.8322608,12.9252977,0.0,europe
Southampton,United Kingdom,0,246201,50.9025349,-1.404189,0.0,europe
A Coruna,Spain,0,246056,43.3709703,-8.3959425,0.0,europe
Gdynia,Poland,0,244969,54.5164982,18.5402738,0.0,europe
Braunschweig,Germany,0,244715,52.2646577,10.5236066,0.0,europe
Puente de Vallecas,Spain,26.2,244151,40.3868601,-3.6591803,0.5665335336731856,europe
Blackpool,United Kingdom,0,239409,53.8179442,-3.0509812,0.0,europe
Krefeld,Germany,0,237984,51.3331205,6.5623343,0.0,europe
Halle (Saale),Germany,0,237865,51.4825041,11.9705452,0.0,europe
Arhus,Denmark,0,237551,56.1496278,10.2134046,0.0,europe
Podgorica,Montenegro,0,236852,42.4415238,19.2621081,0.0,europe
Ivano-Frankivsk,Ukraine,0,236602,48.7481718,24.5207477,0.0,europe
Kosice,Slovakia,0,236563,48.7172272,21.2496774,0.0,europe
Sant Marti,Spain,0,235719,41.4067821,2.2036554304863256,0.0,europe
Gasteiz / Vitoria,Spain,0,235661,42.8465088,-2.6724025,0.0,europe
Granada,Spain,10.9,234325,37.1734995,-3.5995337,0.24497900902739472,europe
Hamburg-Mitte,Germany,0,233144,53.5293836,9.9868308,0.0,europe
Kiel,Germany,0,232758,54.3227085,10.135555,0.0,europe
Bordeaux,France,0,231844,44.841225,-0.5800364,0.0,europe
Gent,Belgium,3.3,231493,51.0538286,3.7250121,0.07491021934488724,europe
Elche,Spain,0,230112,38.2653307,-0.6988391,0.0,europe
Milton Keynes,United Kingdom,0,229941,52.0406502,-0.7594092,0.0,europe
Magdeburg,Germany,0,229826,52.1315889,11.6399609,0.0,europe
Ploiesti,Romania,0,228851,44.9417468,26.0236504,0.0,europe
Lille,France,0,228328,50.6365654,3.0635282,0.0,europe
Ciudad Lineal,Spain,49.6,228171,40.4484305,-3.650495,1.1487329290013133,europe
Bexley,United Kingdom,0,228000,51.4416793,0.150488,0.0,europe
Sosnowiec,Poland,0,227295,50.2780834,19.1342944,0.0,europe
Neue Neustadt,Germany,0,226851,52.1580537,11.6386092,0.0,europe
Radom,Poland,0,226794,51.4022557,21.1541546,0.0,europe
Sector 1,Romania,0,225453,44.487945100000005,26.05015497306519,0.0,europe
Oviedo,Spain,20.0,224005,43.3604218,-5.8450534,0.47086685830005043,europe
Santa Cruz de Tenerife,Spain,0,222417,28.469648,-16.2540884,0.0,europe
Graz,Austria,0,222326,47.0708678,15.4382786,0.0,europe
Ternopil,Ukraine,0,221820,49.6630002,25.6167516,0.0,europe
Banja Luka,Bosnia and Herzegovina,0,221106,44.7720845,17.1917651,0.0,europe
Babruysk,Belarus,0,220517,53.1449683,29.2281209,0.0,europe
Fuencarral-El Pardo,Spain,0,220085,40.55634555,-3.7785905137518054,0.0,europe
Kremenchuk,Ukraine,0,220065,49.09285285,33.43081884909263,0.0,europe
Messina,Italy,6.2,219948,38.1937571,15.5542082,0.14774762137996955,europe
Badalona,Spain,16.0,219547,41.4493539,2.248254,0.38382194787268453,europe
Oberhausen,Germany,0,219176,51.4696137,6.8514435,0.0,europe
Verona,Italy,0,219103,45.4384958,10.9924122,0.0,europe
Terrassa,Spain,6.3,218535,41.5629623,2.0100492,0.1533971562947831,europe
Mokotow,Poland,0,217683,52.1939874,21.0457809,0.0,europe
Freiburg,Germany,0,215966,47.9960901,7.8494005,0.0,europe
Northampton,United Kingdom,0,215963,52.23433665,-0.9028072768185829,0.0,europe
Archway,United Kingdom,0,215667,51.5654371,-0.1349977,0.0,europe
Novi Sad,Serbia,0,215400,45.2551338,19.8451756,0.0,europe
Lutsk,Ukraine,0,213661,50.7450733,25.320078,0.0,europe
Bergen,Norway,0.1,213585,60.3943055,5.3259192,0.0015269939696617725,europe
Braila,Romania,0,213569,45.2716092,27.9742932,0.0,europe
Norwich,United Kingdom,0,213166,52.6285576,1.2923954,0.0,europe
Luebeck,Germany,0,212207,53.866444,10.684738,0.0,europe
Cartagena,Spain,1.7,211996,37.6019353,-0.9841152,0.04179059458312091,europe
Eindhoven,Netherlands,0,209620,51.4392648,5.478633,0.0,europe
Rennes,France,0,209375,48.1113387,-1.6800198,0.0,europe
Kielce,Poland,0,208598,50.85403585,20.609914352101452,0.0,europe
Jerez de la Frontera,Spain,0,207532,36.6816936,-6.1377402,0.0,europe
Oradea,Romania,0,206614,47.058715,21.927919041661156,0.0,europe
Sabadell,Spain,0.7,206493,41.5421013,2.1138977,0.01693165471308563,europe
Mostoles,Spain,0,206478,40.3238525,-3.8649214,0.0,europe
Linz,Austria,0.0,204846,48.3059078,14.286198,0.0007775553113201171,europe
Alcala de Henares,Spain,0,204574,40.4818396,-3.3644973,0.0,europe
Debrecen,Hungary,0,204124,47.531399,21.6259782,0.0,europe
Padova,Italy,0,203725,45.4077172,11.8734455,0.0,europe
Erfurt,Germany,0,203254,50.9777974,11.0287364,0.0,europe
Tampere,Finland,0,202687,61.4980214,23.7603118,0.0,europe
Harburg,Germany,0,202571,48.7856056,10.692743,0.0,europe
Favoriten,Austria,12.3,201882,48.1734232,16.3779143,0.32069733214235463,europe
Nicosia,Cyprus,0,200452,35.1748976,33.3638568,0.0,europe
Charleroi,Belgium,20.2,200132,50.4120332,4.4436244,0.5333440349837292,europe
Tilburg,Netherlands,0,199613,51.585618749999995,5.066061908648313,0.0,europe
Bila Tserkva,Ukraine,0,199163,49.7969703,30.1158069,0.0,europe
Dudley,United Kingdom,0,199059,52.5110832,-2.0816813,0.0,europe
Hagen,Germany,0,198972,51.3582945,7.473296,0.0,europe
Gliwice,Poland,0,198835,50.294113,18.6657306,0.0,europe
Torun,Poland,0,198613,53.0102721,18.6048094,0.0,europe
Pamplona,Spain,0,198491,42.8182536,-1.6440304,0.0,europe
Rostock,Germany,0,198293,54.0924445,12.1286127,0.0,europe
Fuenlabrada,Spain,0,197836,40.282476,-3.7923422,0.0,europe
Aberdeen,United Kingdom,0,196670,57.1482429,-2.0928095,0.0,europe
Reims,France,13.8,196565,49.2577886,4.031926,0.36939938552066365,europe
Burgas,Bulgaria,0,195966,42.444553,27.208264534658166,0.0,europe
Kassel,Germany,0,194501,51.3154546,9.4924096,0.0,europe
Portsmouth,United Kingdom,4.1,194150,50.8036831,-1.075614,0.1127380050889371,europe
Newcastle upon Tyne,United Kingdom,8.1,192382,54.9738474,-1.6131572,0.222002047464769,europe
Klaipeda,Lithuania,0,192307,55.7127529,21.1350469,0.0,europe
Zabrze,Poland,0,192177,50.3086154,18.7863749,0.0,europe
Cork,Ireland,0,190384,51.897077,-8.4654674,0.0,europe
Vantaa,Finland,0,190058,60.2921321,25.0411832,0.0,europe
Bytom,Poland,6.0,189186,50.3657432,18.87153251609449,0.1673805124798978,europe
Almeria,Spain,2.8,188810,36.8414197,-2.4628135,0.07874521387756105,europe
Sutton,United Kingdom,0,187600,51.357464449999995,-0.17362689496950337,0.0,europe
Trieste,Italy,0,187056,45.6496485,13.7772781,0.0,europe
Donaustadt,Austria,0,187007,48.2269664,16.4944845,0.0,europe
Leganes,Spain,0,186066,40.3281942,-3.76527,0.0,europe
Le Havre,France,0,185972,49.4938975,0.1079732,0.0,europe
Swindon,United Kingdom,0,185609,51.5613683,-1.7856853,0.0,europe
San Sebastian,Spain,0.9,185357,43.3224219,-1.9838889,0.02628156150680046,europe
Mainz,Germany,0,184997,50.0012314,8.2762513,0.0,europe
Brescia,Italy,0,184826,45.77958045,10.4258729694612,0.0,europe
Geneve,Switzerland,0,183981,46.2017559,6.1466014,0.0,europe
Cergy-Pontoise,France,0,183430,49.0527528,2.0388736,0.0,europe
Sants-Montjuic,Spain,0,183120,41.3647625,2.154233,0.0,europe
Santander,Spain,0,182700,43.4620412,-3.8099719,0.0,europe
Liege,Belgium,7.4,182597,50.6450944,5.5736112,0.21343458926680267,europe
Prato,Italy,0,181820,43.935718050000006,11.09414726770089,0.0,europe
Saarbruecken,Germany,14.8,181227,49.234362,6.996379,0.4322729584616647,europe
Groningen,Netherlands,0,181194,53.2190652,6.5680077,0.0,europe
Taranto,Italy,0,181082,40.54881555,17.08058012454743,0.0,europe
Crawley,United Kingdom,0,180508,51.1103444,-0.1801094,0.0,europe
Castello de la Plana,Spain,0,180005,39.9860347,-0.0377354,0.0,europe
Praga Poludnie,Poland,0,179836,52.2373961,21.0712578,0.0,europe
Hamm,Germany,0,178967,51.6804093,7.815197,0.0,europe
Burgos,Spain,7.2,178966,42.343926,-3.696977,0.2116893670691978,europe
Amadora,Portugal,10.5,178858,38.7595162,-9.223677009460125,0.30945045948142325,europe
Ipswich,United Kingdom,0,178835,52.0579495,1.1526345,0.0,europe
Bielsko-Biala,Poland,0,176515,49.822118,19.0448936,0.0,europe
Almere Stad,Netherlands,0,176432,52.3722582,5.2176582,0.0,europe
Split,Croatia,0,176314,43.5116383,16.4399659,0.0,europe
Saint-Etienne,France,0,176280,45.4401467,4.3873058,0.0,europe
Turku,Finland,0,175945,60.4517531,22.2670522,0.0,europe
Wigan,United Kingdom,0,175405,53.5457188,-2.6264624,0.0,europe
Croydon,United Kingdom,0,173314,51.3713049,-0.101957,0.0,europe
Miskolc,Hungary,0,172637,48.1030643,20.7900429,0.0,europe
Walsall,United Kingdom,0,172141,52.5847949,-1.9822687,0.0,europe
Herne,Germany,20.1,172108,51.5380394,7.219985,0.6175406530979588,europe
Mansfield,United Kingdom,0,171958,53.1443785,-1.1964165,0.0,europe
Olsztyn,Poland,0,171803,53.7767239,20.477780523409734,0.0,europe
Bacau,Romania,0,171396,46.4228703,26.716399078506697,0.0,europe
Oxford,United Kingdom,0,171380,51.7520131,-1.2578499,0.0,europe
Muelheim,Germany,0,170921,51.4272925,6.8829192,0.0,europe
Albacete,Spain,8.6,169716,38.9950921,-1.8559154,0.2662825364197309,europe
Reggio Calabria,Italy,0.6,169140,38.1035389,15.6397556,0.020268294797385924,europe
Arad,Romania,0,169065,46.1753793,21.3196342,0.0,europe
Baranovichi,Belarus,0,168772,53.13217855,25.97101338172825,0.0,europe
Toulon,France,2.8,168701,43.1257311,5.9304919,0.08641811230795535,europe
Angers,France,0.4,168279,47.4739884,-0.5515588,0.011927914426217958,europe
Horta-Guinardo,Spain,0,168092,41.42883005,2.1439571346222888,0.0,europe
Patra,Greece,0,168034,38.246242,21.7350847,0.0,europe
Alcorcon,Spain,24.6,167967,40.3492998,-3.8284295,0.7743724673395727,europe
Breda,Netherlands,0,167673,51.5887845,4.7760237,0.0,europe
Pitesti,Romania,17.2,167669,44.8572343,24.8719422,0.5418842135507236,europe
Neukoelln,Germany,0,167248,52.4811497,13.4353501,0.0,europe
Getafe,Spain,21.7,167164,40.3081807,-3.7302679,0.6851220203840509,europe
Osnabrueck,Germany,0,166462,52.2719595,8.047635,0.0,europe
Nou Barris,Spain,6.1,166310,41.4458153,2.1798006,0.19460094355296678,europe
Warrington,United Kingdom,0,165456,53.3899497,-2.5943178,0.0,europe
Szeged,Hungary,0,164883,46.2546312,20.1486016,0.0,europe
Basel,Switzerland,0.3,164488,47.5581077,7.5878261,0.01070061178606697,europe
Zenica,Bosnia and Herzegovina,0,164423,44.199828,17.9093012,0.0,europe
Solingen,Germany,0,164359,51.1721629,7.0845893,0.0,europe
Pilsen,Czech Republic,0,164180,49.7477415,13.3775249,0.0,europe
Slough,United Kingdom,17.1,163777,51.5111014,-0.5940682,0.5528867464771161,europe
Piraeus,Greece,0,163688,37.9431594,23.6470593,0.0,europe
Bournemouth,United Kingdom,0,163600,50.720097,-1.8799272,0.0,europe
Peterborough,United Kingdom,0,163379,52.5725769,-0.2427336,0.0,europe
Ludwigshafen am Rhein,Germany,1.1,163196,49.4704113,8.4381568,0.03647400262162743,europe
Floridsdorf,Austria,2.3,162779,48.279815049999996,16.412134555336003,0.07387603197394627,europe
Leverkusen,Germany,24.1,162738,51.0324743,6.9881194,0.7823628103095026,europe
Hortaleza,Spain,44.9,161661,40.4725491,-3.6425515,1.4679916313796606,europe
Anderlecht,Belgium,0,160553,50.8390983,4.3296526,0.0,europe
Oldenburg,Germany,12.1,159218,53.1389753,8.2146017,0.39985498704212025,europe
Modena,Italy,0,158886,44.5384728,10.935960870530739,0.0,europe
Nijmegen,Netherlands,0,158732,51.842574850000005,5.838960628748229,0.0,europe
Grenoble,France,0,158552,45.1875602,5.7357819,0.0,europe
Cambridge,United Kingdom,0,158434,52.2055314,0.1186637,0.0,europe
Rzeszow,Poland,0,158382,50.0374531,22.0047174,0.0,europe
Doncaster,United Kingdom,0,158141,53.5227681,-1.1335312,0.0,europe
San Blas-Canillejas,Spain,28.1,157367,40.428919050000005,-3.604002428077398,0.9434517506072149,europe
Tiraspol,Moldova,0,157000,46.8371103,29.6109989,0.0,europe
Pecs,Hungary,0,156649,46.0765883,18.2280397,0.0,europe
Ruse,Bulgaria,0,156238,43.8480413,25.9542057,0.0,europe
Salamanca,Spain,0,155619,40.9651572,-5.6640182,0.0,europe
